age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
49;housemaid;divorced;primary;no;198;yes;no;unknown;13;may;205;3;-1;0;unknown;no
59;blue-collar;married;unknown;no;-278;yes;no;unknown;13;may;318;2;-1;0;unknown;no
34;blue-collar;married;secondary;no;-100;yes;no;unknown;13;may;109;9;-1;0;unknown;no
43;admin.;married;primary;no;15;yes;no;unknown;13;may;304;2;-1;0;unknown;no
38;blue-collar;married;primary;no;0;no;no;unknown;13;may;209;2;-1;0;unknown;no
41;services;married;secondary;no;108;yes;yes;unknown;13;may;83;7;-1;0;unknown;no
44;blue-collar;married;primary;no;617;yes;no;unknown;13;may;227;2;-1;0;unknown;no
31;services;single;secondary;no;516;yes;no;unknown;13;may;271;2;-1;0;unknown;no
35;blue-collar;married;primary;no;11;yes;no;unknown;13;may;326;4;-1;0;unknown;no
37;admin.;married;secondary;no;1026;yes;no;unknown;13;may;389;2;-1;0;unknown;no
58;admin.;married;secondary;no;3635;no;no;unknown;13;may;273;2;-1;0;unknown;no
24;blue-collar;married;secondary;no;32;no;no;unknown;13;may;264;3;-1;0;unknown;no
35;blue-collar;single;primary;no;-123;yes;no;unknown;13;may;1106;4;-1;0;unknown;no
33;blue-collar;divorced;secondary;no;-238;yes;no;unknown;13;may;73;2;-1;0;unknown;no
40;entrepreneur;married;tertiary;no;1089;yes;yes;unknown;13;may;195;5;-1;0;unknown;no
46;admin.;divorced;tertiary;no;3749;yes;no;unknown;13;may;69;19;-1;0;unknown;no
41;blue-collar;married;primary;no;3140;yes;no;unknown;13;may;87;9;-1;0;unknown;no
33;blue-collar;married;tertiary;no;221;yes;no;unknown;13;may;122;7;-1;0;unknown;no
35;blue-collar;divorced;primary;no;300;yes;no;unknown;13;may;945;2;-1;0;unknown;yes
57;retired;divorced;primary;no;515;yes;no;unknown;13;may;288;2;-1;0;unknown;no
40;technician;married;primary;no;819;yes;no;unknown;13;may;50;3;-1;0;unknown;no
36;blue-collar;married;secondary;no;722;yes;no;unknown;13;may;816;3;-1;0;unknown;no
47;management;divorced;secondary;no;3346;yes;yes;unknown;13;may;284;2;-1;0;unknown;no
50;blue-collar;married;primary;no;419;yes;no;unknown;13;may;116;4;-1;0;unknown;no
51;technician;married;secondary;no;330;yes;no;unknown;13;may;72;4;-1;0;unknown;no
41;management;div.;tertiary;no;1576;yes;no;unknown;13;may;232;2;-1;0;unknown;no
38;management;married;tertiary;no;258;yes;no;unknown;13;may;124;3;-1;0;unknown;no
39;blue-collar;married;primary;no;317;yes;no;unknown;13;may;326;3;-1;0;unknown;no
25;services;single;secondary;yes;57;yes;yes;unknown;13;may;190;5;-1;0;unknown;no
43;technician;married;secondary;no;3285;yes;no;unknown;13;may;1721;2;-1;0;unknown;yes
33;blue-collar;married;secondary;no;152;yes;no;unknown;13;may;351;2;-1;0;unknown;no
45;blue-collar;married;secondary;no;2429;yes;no;unknown;13;may;171;2;-1;0;unknown;no
58;unknown;divorced;secondary;no;3111;yes;no;unknown;13;may;166;2;-1;0;unknown;no
57;blue-collar;married;primary;no;1352;yes;no;unknown;13;may;104;2;-1;0;unknown;no
27;unemployed;single;tertiary;no;37;yes;no;unknown;13;may;163;3;-1;0;unknown;no
25;technician;single;tertiary;no;640;yes;no;unknown;13;may;492;2;-1;0;unknown;no
38;blue-collar;married;unknown;no;113;no;no;unknown;13;may;25;10;-1;0;unknown;no
28;technician;single;secondary;no;468;yes;no;unknown;13;may;152;3;-1;0;unknown;no
33;services;married;secondary;no;184;yes;no;unknown;13;may;109;4;-1;0;unknown;no
44;blue-collar;single;secondary;no;633;yes;no;unknown;13;may;1032;1;-1;0;unknown;no
57;admin.;married;secondary;no;7;yes;no;unknown;14;may;65;6;-1;0;unknown;no
46;blue-collar;single;secondary;no;57;yes;no;unknown;14;may;194;4;-1;0;unknown;no
57;technician;divorced;secondary;no;0;yes;no;unknown;14;may;360;2;-1;0;unknown;no
42;blue-collar;divorced;primary;no;419;yes;yes;unknown;14;may;96;4;-1;0;unknown;no
46;admin.;married;secondary;no;120;yes;no;unknown;14;may;20;11;-1;0;unknown;no
39;entrepreneur;married;secondary;no;580;yes;no;unknown;14;may;323;4;-1;0;unknown;no
27;blue-collar;married;secondary;no;362;yes;no;unknown;14;may;332;2;-1;0;unknown;no
42;management;married;secondary;no;43;yes;no;unknown;14;may;735;8;-1;0;unknown;no
58;admin.;married;secondary;no;749;yes;no;unknown;14;may;151;2;-1;0;unknown;no
42;admin.;single;secondary;no;243;yes;no;unknown;14;may;46;5;-1;0;unknown;no
48;blue-collar;married;primary;no;9004;no;no;unknown;14;may;158;3;-1;0;unknown;no
57;services;single;secondary;no;2236;yes;no;unknown;14;may;73;2;-1;0;unknown;no
52;admin.;single;secondary;no;3348;yes;no;unknown;14;may;407;4;-1;0;unknown;no
54;blue-collar;divorced;primary;no;2062;yes;no;unknown;14;may;438;2;-1;0;unknown;no
55;retired;married;secondary;no;188;no;no;unknown;14;may;139;2;-1;0;unknown;no
46;blue-collar;married;primary;no;1483;yes;no;unknown;14;may;174;3;-1;0;unknown;no
48;entrepreneur;married;unknown;no;2550;yes;no;unknown;14;may;175;3;-1;0;unknown;no
25;admin.;single;secondary;yes;53;yes;no;unknown;14;may;313;4;-1;0;unknown;no
38;management;divorced;tertiary;no;547;yes;no;unknown;14;may;137;4;-1;0;unknown;no
46;retired;married;primary;no;1374;no;yes;unknown;14;may;22;3;-1;0;unknown;no
48;technician;married;unknown;no;67;yes;no;unknown;14;may;328;4;-1;0;unknown;no
43;blue-collar;married;primary;no;4998;yes;no;unknown;14;may;93;4;-1;0;unknown;no
52;technician;married;secondary;no;0;no;no;unknown;14;may;97;2;-1;0;unknown;no
27;blue-collar;single;secondary;yes;-2;yes;yes;unknown;14;may;123;5;-1;0;unknown;no
29;blue-collar;married;secondary;no;23;yes;no;unknown;14;may;219;4;-1;0;unknown;no
49;admin.;married;secondary;no;512;yes;yes;unknown;14;may;455;3;-1;0;unknown;no
30;blue-collar;single;secondary;yes;447;no;no;unknown;14;may;103;6;-1;0;unknown;no
50;admin.;married;secondary;no;1917;yes;no;unknown;14;may;200;2;-1;0;unknown;no
58;blue-collar;married;unknown;no;4871;yes;no;unknown;14;may;133;2;-1;0;unknown;no
44;blue-collar;married;secondary;no;326;yes;no;unknown;14;may;35;2;-1;0;unknown;no
52;technician;married;secondary;no;0;yes;yes;unknown;14;may;77;2;-1;0;unknown;no
44;entrepreneur;married;secondary;no;0;no;no;unknown;14;may;211;2;-1;0;unknown;no
27;blue-collar;single;secondary;no;14;no;no;unknown;14;may;72;2;-1;0;unknown;no
35;technician;married;secondary;no;692;yes;yes;unknown;14;may;133;2;-1;0;unknown;no
31;blue-collar;married;secondary;no;369;yes;yes;unknown;14;may;89;2;-1;0;unknown;no
31;blue-collar;married;primary;no;591;yes;no;unknown;14;may;287;3;-1;0;unknown;no
52;housemaid;married;secondary;no;3923;yes;no;unknown;14;may;942;3;-1;0;unknown;yes
44;blue-collar;married;secondary;no;0;yes;no;unknown;14;may;101;2;-1;0;unknown;no
28;blue-collar;single;primary;no;348;yes;yes;unknown;14;may;305;3;-1;0;unknown;no
41;technician;married;secondary;no;102;yes;yes;unknown;14;may;387;9;-1;0;unknown;no
54;technician;divorced;secondary;no;447;yes;no;unknown;14;may;146;4;-1;0;unknown;no
46;blue-collar;married;secondary;no;2121;yes;no;unknown;14;may;160;1;-1;0;unknown;no
48;blue-collar;married;primary;no;5154;yes;no;unknown;14;may;70;1;-1;0;unknown;no
31;admin.;married;secondary;no;393;yes;no;unknown;14;may;466;1;-1;0;unknown;no
42;services;married;primary;no;5879;yes;no;unknown;14;may;162;1;-1;0;unknown;no
40;blue-collar;married;secondary;no;-31;yes;no;unknown;14;may;117;4;-1;0;unknown;no
56;self-employed;married;tertiary;no;871;yes;no;unknown;14;may;381;1;-1;0;unknown;no
45;management;married;tertiary;no;37378;yes;no;unknown;14;may;167;1;-1;0;unknown;no
53;technician;divorced;primary;no;1443;yes;no;unknown;14;may;476;1;-1;0;unknown;yes
31;admin.;married;secondary;no;752;yes;no;unknown;14;may;178;1;-1;0;unknown;no
42;management;married;tertiary;no;1093;yes;no;unknown;14;may;260;1;-1;0;unknown;no
51;technician;married;unknown;no;573;yes;yes;unknown;14;may;231;1;-1;0;unknown;no
52;management;married;tertiary;no;258;no;no;unknown;14;may;188;1;-1;0;unknown;no
48;management;married;primary;no;247;yes;yes;unknown;14;may;145;1;-1;0;unknown;no
28;management;single;tertiary;no;202;yes;no;unknown;14;may;163;3;-1;0;unknown;no
34;technician;single;secondary;no;302;yes;no;unknown;14;may;282;1;-1;0;unknown;no
50;admin.;married;secondary;no;736;yes;no;unknown;14;may;74;1;-1;0;unknown;no
46;blue-collar;married;primary;no;0;yes;no;unknown;14;may;73;1;-1;0;unknown;no
54;blue-collar;married;secondary;no;532;yes;no;unknown;14;may;220;1;-1;0;unknown;no
43;technician;divorced;secondary;no;0;no;no;unknown;14;may;333;1;-1;0;unknown;no
55;blue-collar;divorced;secondary;no;7378;no;no;unknown;14;may;316;3;-1;0;unknown;no
47;blue-collar;married;primary;no;4666;no;no;unknown;14;may;451;3;-1;0;unknown;no
43;entrepreneur;married;secondary;no;1516;yes;no;unknown;14;may;318;1;-1;0;unknown;no
45;technician;married;secondary;no;0;yes;yes;unknown;14;may;246;2;-1;0;unknown;no
46;blue-collar;married;secondary;no;6085;yes;yes;unknown;14;may;311;2;-1;0;unknown;no
39;technician;married;secondary;yes;-183;yes;no;unknown;14;may;202;2;-1;0;unknown;no
26;student;single;secondary;no;91;yes;no;unknown;14;may;174;2;-1;0;unknown;no
40;blue-collar;married;secondary;no;30;yes;no;unknown;14;may;168;3;-1;0;unknown;no
48;blue-collar;divorced;primary;no;24;yes;no;unknown;14;may;832;1;-1;0;unknown;yes
53;technician;divorced;secondary;no;522;yes;no;unknown;14;may;230;1;-1;0;unknown;no
40;technician;married;secondary;no;770;yes;no;unknown;14;may;200;1;-1;0;unknown;no
54;blue-collar;married;secondary;no;1288;yes;no;unknown;14;may;170;1;-1;0;unknown;no
46;technician;married;secondary;no;1029;yes;no;unknown;14;may;142;1;-1;0;unknown;no
47;technician;divorced;secondary;no;4135;yes;no;unknown;14;may;283;8;-1;0;unknown;no
50;blue-collar;divorced;secondary;no;204;yes;yes;unknown;14;may;421;1;-1;0;unknown;no
59;retired;divorced;primary;no;1534;yes;no;unknown;14;may;278;1;-1;0;unknown;no
44;services;single;secondary;no;0;yes;no;unknown;14;may;179;1;-1;0;unknown;no
42;management;married;tertiary;no;877;yes;no;unknown;14;may;238;1;-1;0;unknown;no
52;management;married;secondary;no;478;yes;no;unknown;14;may;110;2;-1;0;unknown;no
30;management;single;tertiary;no;1130;yes;no;unknown;14;may;138;3;-1;0;unknown;no
46;blue-collar;single;secondary;no;2401;yes;NO;unknown;14;may;218;2;-1;0;unknown;no
45;management;married;tertiary;no;740;yes;no;unknown;14;may;158;2;-1;0;unknown;no
29;admin.;single;secondary;no;993;no;no;unknown;14;may;105;1;-1;0;unknown;no
53;blue-collar;married;primary;no;896;yes;no;unknown;14;may;106;1;-1;0;unknown;no
55;admin.;married;secondary;no;332;yes;no;unknown;14;may;217;1;-1;0;unknown;no
45;management;single;tertiary;no;1088;no;no;unknown;14;may;132;1;-1;0;unknown;no
35;technician;married;secondary;no;51;yes;no;unknown;14;may;824;2;-1;0;unknown;no
52;blue-collar;single;secondary;no;1541;yes;no;unknown;14;may;243;1;-1;0;unknown;no
40;management;married;tertiary;no;413;yes;no;unknown;14;may;150;1;-1;0;unknown;no
42;admin.;married;secondary;no;2656;yes;no;unknown;14;may;238;1;-1;0;unknown;no
41;blue-collar;single;primary;no;1618;yes;no;unknown;14;may;1553;1;-1;0;unknown;yes
42;admin.;divorced;secondary;no;146;yes;no;unknown;14;may;148;2;-1;0;unknown;no
40;admin.;married;secondary;no;153;yes;no;unknown;14;may;159;2;-1;0;unknown;no
41;services;married;secondary;no;4505;yes;no;unknown;14;may;108;2;-1;0;unknown;no
57;management;married;tertiary;no;0;yes;no;unknown;14;may;124;1;-1;0;unknown;no
45;admin.;married;secondary;no;520;yes;no;unknown;14;may;452;1;-1;0;unknown;no
47;management;married;primary;no;4151;yes;no;unknown;14;may;114;1;-1;0;unknown;no
40;unemployed;married;secondary;no;3382;yes;no;unknown;14;may;125;1;-1;0;unknown;no
33;technician;single;secondary;no;261;yes;no;unknown;14;may;622;1;-1;0;unknown;no
49;entrepreneur;married;secondary;no;1160;yes;no;unknown;14;may;153;1;-1;0;unknown;no
39;management;divorced;tertiary;no;517;yes;yes;unknown;14;may;1328;1;-1;0;unknown;yes
50;services;married;secondary;no;2956;yes;no;unknown;14;may;686;1;-1;0;unknown;no
60;retired;divorced;primary;no;1327;yes;yes;unknown;14;may;80;1;-1;0;unknown;no
53;technician;married;secondary;no;8417;yes;no;unknown;14;may;435;1;-1;0;unknown;no
58;retired;married;secondary;no;-172;yes;no;unknown;14;may;300;1;-1;0;unknown;no
52;services;married;secondary;no;2257;yes;no;unknown;14;may;203;1;-1;0;unknown;no
42;admin.;single;secondary;no;277;yes;no;unknown;14;may;121;1;-1;0;unknown;no
42;blue-collar;married;secondary;no;902;yes;no;unknown;14;may;71;1;-1;0;unknown;no
43;technician;married;secondary;no;212;yes;no;unknown;14;may;78;1;-1;0;unknown;no
51;admin.;married;secondary;no;513;yes;no;unknown;14;may;534;1;-1;0;unknown;no
53;unknown;divorced;tertiary;no;2272;yes;no;unknown;14;may;243;1;-1;0;unknown;no
53;technician;married;secondary;no;719;yes;no;unknown;14;may;230;1;-1;0;unknown;no
42;management;married;tertiary;no;1;no;no;unknown;14;may;253;1;-1;0;unknown;no
40;technician;married;secondary;no;503;yes;no;unknown;14;may;127;3;-1;0;unknown;no
59;retired;married;secondary;no;1521;yes;yes;unknown;14;may;1125;2;-1;0;unknown;yes
59;retired;married;secondary;no;2516;yes;yes;unknown;14;may;282;1;-1;0;unknown;no
48;housemaid;married;tertiary;no;468;yes;no;unknown;14;may;220;1;-1;0;unknown;no
25;unknown;single;unknown;no;329;yes;no;unknown;14;may;158;2;-1;0;unknown;no
59;blue-collar;married;primary;no;259;yes;yes;unknown;14;may;267;2;-1;0;unknown;no
49;unemployed;married;secondary;no;769;yes;no;unknown;14;may;257;1;-1;0;unknown;no
42;management;married;tertiary;no;-700;yes;no;unknown;14;may;110;1;-1;0;unknown;no
37;blue-collar;married;secondary;no;15801;yes;no;unknown;14;may;456;9;-1;0;unknown;no
40;blue-collar;married;primary;no;7831;yes;no;unknown;14;may;78;1;-1;0;unknown;no
31;management;married;tertiary;no;0;no;no;unknown;14;may;298;1;-1;0;unknown;no
41;blue-collar;married;secondary;no;-68;yes;no;unknown;14;may;429;2;-1;0;unknown;no
60;technician;married;secondary;no;2639;yes;no;unknown;14;may;483;2;-1;0;unknown;no
42;admin.;divorced;secondary;no;1076;yes;no;unknown;14;may;213;1;-1;0;unknown;no
48;blue-collar;married;primary;no;584;yes;no;unknown;14;may;51;1;-1;0;unknown;no
43;blue-collar;married;secondary;no;2706;yes;yes;unknown;14;may;44;1;-1;0;unknown;no
47;blue-collar;married;primary;no;1294;yes;no;unknown;14;may;164;2;-1;0;unknown;no
40;self-employed;married;primary;no;771;yes;no;unknown;14;may;166;1;-1;0;unknown;no
55;unemployed;DIVORCED;secondary;no;283;yes;yes;unknown;14;may;220;2;-1;0;unknown;no
51;management;DIVORCED;tertiary;no;482;yes;no;unknown;14;may;178;1;-1;0;unknown;no
54;management;married;tertiary;no;11;no;no;unknown;14;may;452;2;-1;0;unknown;no
41;blue-collar;married;secondary;no;2823;yes;no;unknown;14;may;858;1;-1;0;unknown;yes
41;blue-collar;married;secondary;no;338;yes;no;unknown;14;may;87;1;-1;0;unknown;no
53;blue-collar;married;secondary;no;5700;yes;no;unknown;14;may;97;1;-1;0;unknown;no
46;admin.;married;secondary;no;3028;yes;yes;unknown;14;may;116;1;-1;0;unknown;no
45;entrepreneur;married;primary;no;2418;yes;no;unknown;14;may;120;1;-1;0;unknown;no
48;blue-collar;married;secondary;no;1405;yes;no;unknown;14;may;629;2;-1;0;unknown;yes
44;services;Single;secondary;no;0;yes;no;unknown;14;may;198;1;-1;0;unknown;no
47;blue-collar;married;secondary;no;2775;no;no;unknown;14;may;262;1;-1;0;unknown;no
49;blue-collar;married;secondary;no;611;yes;yes;unknown;14;may;179;1;-1;0;unknown;no
41;blue-collar;married;primary;no;1654;yes;no;unknown;14;may;35;1;-1;0;unknown;no
54;blue-collar;married;primary;no;1691;yes;no;unknown;14;may;156;1;-1;0;unknown;no
48;technician;married;secondary;no;427;no;no;unknown;14;may;201;1;-1;0;unknown;no
30;blue-collar;married;secondary;no;938;yes;no;unknown;14;may;159;1;-1;0;unknown;no
45;blue-collar;married;primary;no;626;yes;no;unknown;14;may;68;1;-1;0;unknown;no
40;blue-collar;married;unknown;no;874;no;no;unknown;14;may;75;1;-1;0;unknown;no
42;blue-collar;single;secondary;no;24;no;no;unknown;14;may;229;1;-1;0;unknown;no
48;technician;married;secondary;no;7373;yes;no;unknown;14;may;126;1;-1;0;unknown;no
40;admin.;married;secondary;no;1535;yes;no;unknown;14;may;704;1;-1;0;unknown;yes
47;blue-collar;married;primary;no;2;yes;yes;unknown;14;may;164;1;-1;0;unknown;no
47;admin.;married;secondary;no;829;yes;yes;unknown;14;may;339;1;-1;0;unknown;no
33;blue-collar;single;secondary;no;164;yes;no;unknown;14;may;461;1;-1;0;unknown;no
54;blue-collar;married;secondary;no;1765;yes;no;unknown;14;may;188;1;-1;0;unknown;no
46;blue-collar;married;secondary;no;1733;yes;no;unknown;14;may;546;1;-1;0;unknown;no
53;retired;married;primary;no;383;yes;no;unknown;14;may;171;1;-1;0;unknown;no
25;technician;single;tertiary;no;777;yes;no;unknown;14;may;351;1;-1;0;unknown;no
50;management;married;secondary;no;0;yes;no;unknown;14;may;94;4;-1;0;unknown;no
40;blue-collar;married;secondary;no;1522;yes;yes;unknown;14;may;168;2;-1;0;unknown;no
53;management;married;tertiary;no;4446;yes;no;unknown;14;may;429;1;-1;0;unknown;no
41;blue-collar;married;secondary;no;923;yes;no;unknown;14;may;249;2;-1;0;unknown;no
41;admin.;married;secondary;no;1309;yes;no;unknown;14;may;568;1;-1;0;unknown;no
42;management;married;tertiary;no;1340;yes;no;unknown;14;may;299;1;-1;0;unknown;no
47;management;married;tertiary;no;3158;yes;no;unknown;14;may;282;1;-1;0;unknown;no
48;blue-collar;married;secondary;no;1596;yes;no;unknown;14;may;760;1;-1;0;unknown;yes
43;blue-collar;married;primary;no;887;yes;no;unknown;14;may;211;1;-1;0;unknown;no
55;management;married;tertiary;no;23189;yes;no;unknown;14;may;77;1;-1;0;unknown;no
40;admin.;married;secondary;no;1010;yes;no;unknown;14;may;283;1;-1;0;unknown;no
45;blue-collar;married;primary;no;246;yes;no;unknown;14;may;263;1;-1;0;unknown;no
54;retired;married;secondary;no;918;yes;no;unknown;14;may;189;1;-1;0;unknown;no
46;blue-collar;married;primary;no;1429;yes;no;unknown;14;may;91;1;-1;0;unknown;no
57;retired;divorced;primary;no;2439;yes;no;unknown;14;may;32;1;-1;0;unknown;no
49;entrepreneur;married;secondary;no;348;yes;no;unknown;14;may;139;2;-1;0;unknown;no
49;admin.;married;secondary;no;387;yes;no;unknown;14;may;347;1;-1;0;unknown;no
41;blue-collar;single;primary;no;22;yes;no;unknown;14;may;152;1;-1;0;unknown;no
42;self-employed;married;primary;no;3641;yes;no;unknown;14;may;869;1;-1;0;unknown;no
42;management;single;secondary;no;2535;yes;no;unknown;14;may;339;1;-1;0;unknown;no
49;technician;married;primary;no;1878;yes;no;unknown;14;may;267;1;-1;0;unknown;no
42;blue-collar;married;secondary;no;3;yes;no;unknown;14;may;34;1;-1;0;unknown;no
34;unemployed;single;secondary;no;9;yes;no;unknown;14;may;153;2;-1;0;unknown;no
47;blue-collar;married;primary;no;502;yes;no;unknown;14;may;28;2;-1;0;unknown;no
41;admin.;married;secondary;no;3634;yes;no;unknown;14;may;216;1;-1;0;unknown;no
45;technician;married;secondary;no;3395;yes;no;unknown;14;may;215;1;-1;0;unknown;no
33;admin.;single;secondary;no;673;yes;no;unknown;14;may;199;2;-1;0;unknown;no
53;blue-collar;married;primary;no;600;yes;no;unknown;14;may;139;1;-1;0;unknown;no
43;unemployed;single;primary;no;698;yes;no;unknown;14;may;322;1;-1;0;unknown;no
40;blue-collar;divorced;secondary;no;2540;yes;no;unknown;14;may;189;1;-1;0;unknown;no
34;blue-collar;married;primary;no;357;yes;no;unknown;14;may;197;2;-1;0;unknown;no
40;technician;married;secondary;no;782;yes;no;unknown;14;may;224;2;-1;0;unknown;no
41;blue-collar;married;primary;no;2097;yes;no;unknown;14;may;160;1;-1;0;unknown;no
44;blue-collar;Single;unknown;no;-101;yes;no;unknown;14;may;143;1;-1;0;unknown;no
57;admin.;divorced;primary;no;628;yes;yes;unknown;14;may;191;1;-1;0;unknown;no
42;technician;married;secondary;no;0;yes;no;unknown;14;may;833;1;-1;0;unknown;no
57;services;married;secondary;no;6874;yes;no;unknown;14;may;356;1;-1;0;unknown;no
43;blue-collar;divorced;secondary;no;16;yes;no;unknown;14;may;485;2;-1;0;unknown;no
45;blue-collar;married;primary;no;1691;yes;no;unknown;14;may;57;1;-1;0;unknown;no
60;retired;married;primary;no;1542;yes;no;unknown;14;may;930;1;-1;0;unknown;yes
41;blue-collar;married;unknown;no;1057;yes;no;unknown;14;may;247;2;-1;0;unknown;no
