,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
2405,30,blue-collar,married,secondary,False,173,yes,False,unknown,13,may,217,1,-1,0,unknown,False
2406,34,blue-collar,divorced,secondary,False,383,yes,False,unknown,13,may,2231,1,-1,0,unknown,True
2407,55,blue-collar,divorced,primary,False,39,yes,False,unknown,13,may,343,1,-1,0,unknown,False
2408,57,management,married,primary,False,1052,yes,False,unknown,13,may,227,4,-1,0,unknown,False
2409,59,retired,divorced,unknown,False,-49,yes,False,unknown,13,may,248,2,-1,0,unknown,False
2410,20,services,single,secondary,False,-103,yes,False,unknown,13,may,180,1,-1,0,unknown,False
2411,30,services,married,secondary,True,-846,yes,False,unknown,13,may,117,1,-1,0,unknown,False
2412,41,administrative,married,secondary,False,705,yes,False,unknown,13,may,205,1,-1,0,unknown,False
2413,37,services,single,secondary,False,1950,yes,False,unknown,13,may,370,1,-1,0,unknown,False
2414,31,administrative,divorced,secondary,False,253,yes,False,unknown,13,may,289,2,-1,0,unknown,False
2415,39,management,single,tertiary,False,595,yes,False,unknown,13,may,427,1,-1,0,unknown,False
2416,28,blue-collar,married,secondary,False,-185,yes,True,unknown,13,may,170,1,-1,0,unknown,False
2417,44,blue-collar,married,primary,False,353,yes,False,unknown,13,may,705,1,-1,0,unknown,False
2418,31,technician,married,secondary,False,2363,yes,False,unknown,13,may,247,1,-1,0,unknown,False
2419,28,blue-collar,married,unknown,False,52,yes,False,unknown,13,may,226,1,-1,0,unknown,False
2420,51,technician,married,unknown,False,205,yes,True,unknown,13,may,665,1,-1,0,unknown,False
2421,34,management,married,tertiary,False,1557,yes,True,unknown,13,may,213,1,-1,0,unknown,False
2422,24,technician,single,tertiary,False,596,yes,False,unknown,13,may,451,1,-1,0,unknown,False
2423,29,self-employed,single,tertiary,False,-114,yes,False,unknown,13,may,174,1,-1,0,unknown,False
2424,50,management,married,primary,False,478,no,False,unknown,13,may,126,5,-1,0,unknown,False
2425,21,blue-collar,single,secondary,False,614,yes,False,unknown,13,may,243,3,-1,0,unknown,False
2426,29,blue-collar,single,secondary,False,783,yes,False,unknown,13,may,166,1,-1,0,unknown,False
2427,26,blue-collar,single,secondary,False,401,yes,False,unknown,13,may,373,1,-1,0,unknown,False
2428,26,administrative,single,secondary,False,92,yes,False,unknown,13,may,259,1,-1,0,unknown,False
2429,21,blue-collar,single,secondary,False,-273,yes,True,unknown,13,may,340,1,-1,0,unknown,False
2430,23,blue-collar,single,primary,False,2594,yes,False,unknown,13,may,193,1,-1,0,unknown,False
2431,25,services,single,secondary,False,382,yes,False,unknown,13,may,392,1,-1,0,unknown,False
2432,40,blue-collar,married,primary,False,-166,yes,False,unknown,13,may,136,1,-1,0,unknown,False
2433,39,administrative,divorced,secondary,False,-141,yes,False,unknown,13,may,148,1,-1,0,unknown,False
2434,25,blue-collar,single,secondary,False,-250,yes,False,unknown,13,may,456,1,-1,0,unknown,False
2435,26,technician,married,tertiary,False,3825,yes,False,unknown,13,may,107,1,-1,0,unknown,False
2436,57,technician,married,secondary,False,0,no,False,unknown,13,may,44,1,-1,0,unknown,False
2437,61,retired,married,primary,False,1060,yes,False,unknown,13,may,118,1,-1,0,unknown,False
2438,34,blue-collar,married,secondary,False,-185,yes,True,unknown,13,may,276,1,-1,0,unknown,False
2439,47,unemployed,married,secondary,False,955,yes,False,unknown,13,may,47,1,-1,0,unknown,False
2440,31,self-employed,married,secondary,False,263,yes,False,unknown,13,may,150,2,-1,0,unknown,False
2441,45,blue-collar,married,secondary,False,4646,yes,False,unknown,13,may,118,1,-1,0,unknown,False
2442,33,technician,single,tertiary,False,989,yes,True,unknown,13,may,232,3,-1,0,unknown,False
2443,27,technician,married,secondary,False,232,yes,True,unknown,13,may,1167,1,-1,0,unknown,False
2444,41,unemployed,married,primary,False,1483,yes,False,unknown,13,may,227,1,-1,0,unknown,False
2445,58,technician,married,secondary,False,7495,yes,False,unknown,13,may,325,1,-1,0,unknown,False
2446,45,management,married,tertiary,False,0,yes,True,unknown,13,may,147,1,-1,0,unknown,False
2447,49,self-employed,married,tertiary,False,2199,yes,False,unknown,13,may,98,1,-1,0,unknown,False
2448,42,blue-collar,married,secondary,False,476,yes,False,unknown,13,may,93,1,-1,0,unknown,False
2449,52,blue-collar,married,secondary,False,148,yes,False,unknown,13,may,83,1,-1,0,unknown,False
2450,52,services,married,secondary,False,3241,yes,False,unknown,13,may,105,1,-1,0,unknown,False
2451,49,retired,married,primary,False,2665,yes,False,unknown,13,may,67,1,-1,0,unknown,False
2452,59,retired,married,secondary,False,1875,yes,False,unknown,13,may,77,1,-1,0,unknown,False
2453,54,management,married,primary,False,879,yes,False,unknown,13,may,191,1,-1,0,unknown,False
2454,46,blue-collar,married,secondary,False,1934,yes,False,unknown,13,may,20,1,-1,0,unknown,False
2455,44,management,married,tertiary,False,0,no,False,unknown,13,may,27,1,-1,0,unknown,False
2456,26,services,married,secondary,False,380,yes,False,unknown,13,may,260,3,-1,0,unknown,False
2457,46,blue-collar,married,secondary,False,2485,yes,False,unknown,13,may,174,4,-1,0,unknown,False
2458,59,retired,married,primary,False,5521,yes,True,unknown,13,may,94,1,-1,0,unknown,False
2459,43,blue-collar,married,unknown,False,24,yes,False,unknown,13,may,23,2,-1,0,unknown,False
2460,50,blue-collar,married,secondary,False,160,yes,False,unknown,13,may,334,1,-1,0,unknown,False
2461,26,blue-collar,single,secondary,False,-204,yes,False,unknown,13,may,609,2,-1,0,unknown,False
2462,54,blue-collar,married,unknown,False,363,yes,False,unknown,13,may,202,1,-1,0,unknown,False
2463,44,technician,divorced,secondary,False,181,no,False,unknown,13,may,302,1,-1,0,unknown,False
2464,36,administrative,divorced,secondary,False,307,yes,False,unknown,13,may,121,2,-1,0,unknown,False
2465,51,services,married,unknown,False,193,yes,False,unknown,13,may,202,3,-1,0,unknown,False
2466,59,retired,married,secondary,False,3382,yes,False,unknown,13,may,806,1,-1,0,unknown,False
2467,42,management,married,tertiary,False,1823,yes,False,unknown,13,may,31,1,-1,0,unknown,False
2468,41,services,married,secondary,False,-111,yes,False,unknown,13,may,21,1,-1,0,unknown,False
2469,43,blue-collar,married,unknown,False,3373,yes,False,unknown,13,may,156,1,-1,0,unknown,False
2470,40,self-employed,married,primary,False,92,yes,False,unknown,13,may,92,1,-1,0,unknown,False
2471,32,technician,married,tertiary,False,463,yes,False,unknown,13,may,128,2,-1,0,unknown,False
2472,55,technician,married,unknown,False,1192,yes,False,unknown,13,may,481,1,-1,0,unknown,False
2473,59,retired,married,secondary,False,2376,no,False,unknown,13,may,766,1,-1,0,unknown,False
2474,30,blue-collar,married,secondary,False,-166,yes,True,unknown,13,may,255,5,-1,0,unknown,False
2475,47,administrative,married,secondary,False,3960,yes,False,unknown,13,may,110,1,-1,0,unknown,False
2476,23,entrepreneur,single,primary,False,4,yes,False,unknown,13,may,395,2,-1,0,unknown,True
2477,44,blue-collar,married,primary,False,23,yes,False,unknown,13,may,135,1,-1,0,unknown,False
2478,45,technician,married,secondary,False,639,yes,False,unknown,13,may,192,1,-1,0,unknown,False
2479,35,technician,single,secondary,False,2144,yes,False,unknown,13,may,188,2,-1,0,unknown,False
2480,41,technician,divorced,secondary,False,225,yes,True,unknown,13,may,139,1,-1,0,unknown,False
2481,59,management,divorced,primary,False,13308,yes,False,unknown,13,may,131,1,-1,0,unknown,False
2482,29,services,single,primary,False,95,yes,False,unknown,13,may,266,2,-1,0,unknown,False
2483,48,services,married,secondary,False,1199,yes,False,unknown,13,may,76,1,-1,0,unknown,False
2484,49,management,married,tertiary,False,400,yes,False,unknown,13,may,122,1,-1,0,unknown,False
2485,60,blue-collar,married,primary,False,1262,yes,True,unknown,13,may,1015,1,-1,0,unknown,True
2486,45,management,married,tertiary,False,849,no,False,unknown,13,may,60,1,-1,0,unknown,False
2487,48,management,married,tertiary,False,1949,yes,False,unknown,13,may,683,2,-1,0,unknown,True
2488,45,entrepreneur,divorced,tertiary,False,-395,yes,False,unknown,13,may,470,1,-1,0,unknown,True
2489,48,management,married,tertiary,False,618,no,False,unknown,13,may,149,1,-1,0,unknown,False
2490,54,retired,married,primary,False,0,yes,False,unknown,13,may,106,1,-1,0,unknown,False
2491,44,technician,married,tertiary,False,0,yes,True,unknown,13,may,127,2,-1,0,unknown,False
2492,46,blue-collar,single,primary,False,355,yes,False,unknown,13,may,320,1,-1,0,unknown,False
2493,52,administrative,divorced,secondary,False,131,yes,True,unknown,13,may,145,1,-1,0,unknown,False
2494,44,management,married,tertiary,False,6203,yes,True,unknown,13,may,129,1,-1,0,unknown,False
2495,52,services,divorced,secondary,False,1635,yes,False,unknown,13,may,730,1,-1,0,unknown,False
2496,46,entrepreneur,single,tertiary,False,580,yes,False,unknown,13,may,36,1,-1,0,unknown,False
2497,54,administrative,divorced,secondary,False,1814,no,False,unknown,13,may,521,1,-1,0,unknown,False
2498,49,entrepreneur,divorced,secondary,False,159,yes,False,unknown,13,may,95,3,-1,0,unknown,False
2499,46,management,married,tertiary,False,48,no,False,unknown,13,may,120,1,-1,0,unknown,False
2500,48,services,divorced,primary,False,189,yes,False,unknown,13,may,768,1,-1,0,unknown,False
2501,43,blue-collar,married,unknown,False,-633,yes,True,unknown,13,may,277,1,-1,0,unknown,False
2502,50,blue-collar,married,primary,False,5356,no,False,unknown,13,may,289,1,-1,0,unknown,False
2503,44,blue-collar,married,secondary,False,476,yes,False,unknown,13,may,473,1,-1,0,unknown,False
2504,43,unemployed,divorced,secondary,False,4478,yes,False,unknown,13,may,133,1,-1,0,unknown,False
2505,51,administrative,single,secondary,False,3132,no,False,unknown,13,may,459,1,-1,0,unknown,False
2506,59,retired,married,tertiary,False,-892,yes,False,unknown,13,may,129,1,-1,0,unknown,False
2507,52,technician,married,secondary,False,11,yes,False,unknown,13,may,420,1,-1,0,unknown,False
2508,35,administrative,single,secondary,False,414,yes,False,unknown,13,may,386,2,-1,0,unknown,False
2509,36,blue-collar,married,secondary,False,1165,yes,False,unknown,13,may,1001,4,-1,0,unknown,True
2510,32,services,married,secondary,False,3839,yes,False,unknown,13,may,76,1,-1,0,unknown,False
2511,41,blue-collar,married,secondary,False,196,yes,False,unknown,13,may,488,1,-1,0,unknown,False
2512,47,blue-collar,married,primary,False,521,yes,False,unknown,13,may,262,1,-1,0,unknown,False
2513,45,services,married,secondary,False,350,yes,True,unknown,13,may,146,1,-1,0,unknown,False
2514,45,blue-collar,married,secondary,False,8680,yes,False,unknown,13,may,503,1,-1,0,unknown,False
2515,45,entrepreneur,divorced,tertiary,False,0,yes,False,unknown,13,may,170,1,-1,0,unknown,False
2516,29,technician,single,secondary,False,309,yes,False,unknown,13,may,214,1,-1,0,unknown,False
2517,36,management,married,tertiary,False,125,yes,False,unknown,13,may,355,1,-1,0,unknown,False
2518,37,blue-collar,divorced,secondary,False,368,yes,False,unknown,13,may,194,2,-1,0,unknown,False
2519,44,administrative,married,secondary,False,1362,yes,False,unknown,13,may,46,1,-1,0,unknown,False
2520,56,retired,married,secondary,False,296,yes,False,unknown,13,may,128,1,-1,0,unknown,False
2521,52,management,married,unknown,False,2240,yes,False,unknown,13,may,845,1,-1,0,unknown,True
2522,57,management,married,secondary,False,1026,yes,False,unknown,13,may,52,2,-1,0,unknown,False
2523,54,services,married,secondary,False,1301,yes,False,unknown,13,may,173,1,-1,0,unknown,False
2524,49,entrepreneur,married,primary,False,199,no,False,unknown,13,may,113,2,-1,0,unknown,False
2525,24,blue-collar,single,unknown,False,11,yes,False,unknown,13,may,109,2,-1,0,unknown,False
2526,42,self-employed,married,tertiary,False,5,yes,False,unknown,13,may,853,1,-1,0,unknown,False
2527,40,management,married,tertiary,False,373,yes,True,unknown,13,may,518,1,-1,0,unknown,False
2528,25,management,single,tertiary,False,1270,yes,False,unknown,13,may,124,2,-1,0,unknown,False
2529,28,blue-collar,single,secondary,False,416,yes,False,unknown,13,may,452,2,-1,0,unknown,False
2530,53,retired,married,secondary,False,-27,no,False,unknown,13,may,209,9,-1,0,unknown,False
2531,40,administrative,divorced,secondary,False,221,yes,False,unknown,13,may,154,2,-1,0,unknown,False
2532,27,services,single,secondary,False,331,yes,False,unknown,13,may,203,2,-1,0,unknown,False
2533,34,management,married,tertiary,False,402,yes,False,unknown,13,may,813,2,-1,0,unknown,False
2534,56,self-employed,married,secondary,False,123,no,False,unknown,13,may,81,1,-1,0,unknown,False
2535,45,blue-collar,married,secondary,False,105,yes,True,unknown,13,may,119,1,-1,0,unknown,False
2536,27,blue-collar,married,secondary,False,0,yes,False,unknown,13,may,296,1,-1,0,unknown,False
2537,53,retired,married,tertiary,False,1691,no,False,unknown,13,may,916,2,-1,0,unknown,False
2538,34,technician,single,tertiary,False,2,yes,False,unknown,13,may,60,2,-1,0,unknown,False
2539,44,administrative,single,unknown,False,3,yes,False,unknown,13,may,443,1,-1,0,unknown,False
2540,46,blue-collar,married,primary,False,399,yes,False,unknown,13,may,353,1,-1,0,unknown,False
2541,53,retired,single,secondary,False,1421,yes,False,unknown,13,may,225,2,-1,0,unknown,False
2542,26,technician,married,tertiary,False,8,yes,True,unknown,13,may,262,2,-1,0,unknown,False
2543,31,administrative,single,secondary,False,150,yes,True,unknown,13,may,431,2,-1,0,unknown,False
2544,35,services,married,secondary,False,-371,yes,False,unknown,13,may,358,2,-1,0,unknown,False
2545,43,technician,married,secondary,False,1916,yes,False,unknown,13,may,565,2,-1,0,unknown,False
2546,47,blue-collar,married,primary,False,300,yes,False,unknown,13,may,103,3,-1,0,unknown,False
2547,37,entrepreneur,divorced,secondary,False,175,yes,True,unknown,13,may,753,6,-1,0,unknown,True
2548,57,retired,married,tertiary,False,3571,no,False,unknown,13,may,708,2,-1,0,unknown,False
2549,41,blue-collar,married,primary,False,1135,yes,False,unknown,13,may,265,1,-1,0,unknown,False
2550,55,administrative,divorced,unknown,False,789,yes,False,unknown,13,may,434,2,-1,0,unknown,False
2551,51,administrative,divorced,secondary,False,2195,yes,False,unknown,13,may,59,1,-1,0,unknown,False
2552,27,blue-collar,single,secondary,False,1311,yes,False,unknown,13,may,805,2,-1,0,unknown,False
2553,53,management,married,secondary,True,-689,yes,False,unknown,13,may,242,1,-1,0,unknown,False
2554,39,administrative,single,secondary,False,14,yes,True,unknown,13,may,19,9,-1,0,unknown,False
2555,35,administrative,married,secondary,False,56,yes,False,unknown,13,may,93,6,-1,0,unknown,False
2556,28,technician,single,secondary,False,26765,no,False,unknown,13,may,210,8,-1,0,unknown,False
2557,29,blue-collar,divorced,unknown,False,17,yes,False,unknown,13,may,31,2,-1,0,unknown,False
2558,51,technician,married,secondary,False,463,yes,False,unknown,13,may,213,5,-1,0,unknown,False
2559,46,administrative,single,secondary,False,751,yes,False,unknown,13,may,104,2,-1,0,unknown,False
2560,50,unemployed,married,secondary,False,3478,yes,False,unknown,13,may,342,3,-1,0,unknown,False
2561,56,entrepreneur,married,unknown,False,88,yes,False,unknown,13,may,172,2,-1,0,unknown,False
2562,28,blue-collar,married,secondary,False,64,yes,False,unknown,13,may,160,3,-1,0,unknown,False
2563,51,management,married,tertiary,False,36,yes,False,unknown,13,may,535,2,-1,0,unknown,False
2564,54,housemaid,married,secondary,False,42,yes,False,unknown,13,may,514,5,-1,0,unknown,False
2565,47,blue-collar,married,primary,False,113,yes,False,unknown,13,may,276,1,-1,0,unknown,False
2566,49,self-employed,married,secondary,False,358,yes,True,unknown,13,may,176,3,-1,0,unknown,False
2567,46,blue-collar,divorced,primary,False,274,yes,False,unknown,13,may,20,1,-1,0,unknown,False
2568,41,management,married,tertiary,False,0,yes,False,unknown,13,may,161,1,-1,0,unknown,False
2569,45,administrative,married,secondary,False,985,yes,False,unknown,13,may,390,1,-1,0,unknown,False
2570,31,blue-collar,married,primary,False,81,yes,False,unknown,13,may,245,4,-1,0,unknown,False
2571,53,administrative,divorced,secondary,False,592,yes,False,unknown,13,may,151,1,-1,0,unknown,False
2572,60,administrative,divorced,unknown,False,791,yes,False,unknown,13,may,144,1,-1,0,unknown,False
2573,55,retired,married,secondary,False,708,yes,False,unknown,13,may,901,2,-1,0,unknown,False
2574,54,technician,divorced,secondary,False,51,yes,False,unknown,13,may,123,1,-1,0,unknown,False
2575,46,blue-collar,married,primary,False,0,yes,False,unknown,13,may,204,3,-1,0,unknown,False
2576,41,technician,single,unknown,False,356,yes,False,unknown,13,may,93,2,-1,0,unknown,False
2577,34,administrative,married,secondary,False,34,yes,False,unknown,13,may,188,3,-1,0,unknown,False
2578,51,technician,married,secondary,False,12061,yes,False,unknown,13,may,332,1,-1,0,unknown,False
2579,31,administrative,single,secondary,False,513,yes,False,unknown,13,may,180,1,-1,0,unknown,False
